loss,acc,val_loss,val_acc
1.1626489162445068,0.3904382586479187,0.9709362983703613,0.5454545617103577
0.9386326670646667,0.5657370686531067,0.8504727482795715,0.6969696879386902
0.8834978342056274,0.5737051963806152,0.7314404845237732,0.8333333134651184
0.7936468124389648,0.6414342522621155,0.6623057126998901,0.8181818127632141
0.668549656867981,0.7131474018096924,0.5517995357513428,0.8636363744735718
0.6619699597358704,0.7131474018096924,0.5062979459762573,0.8030303120613098
0.5933626294136047,0.7689242959022522,0.4688943922519684,0.8484848737716675
0.5523353815078735,0.7848605513572693,0.4217292368412018,0.8787878751754761
0.5184450149536133,0.8127490282058716,0.4114023745059967,0.8484848737716675
0.4802933931350708,0.824701189994812,0.34721502661705017,0.8787878751754761
0.47113364934921265,0.824701189994812,0.35019728541374207,0.8939393758773804
0.47596707940101624,0.8167330622673035,0.3093954026699066,0.8939393758773804
0.45182567834854126,0.8366534113883972,0.30876868963241577,0.8939393758773804
0.42440956830978394,0.8486055731773376,0.29968154430389404,0.9090909361839294
0.39027395844459534,0.8645418286323547,0.28094762563705444,0.9090909361839294
0.3495461642742157,0.8725099563598633,0.26259559392929077,0.9090909361839294
0.3714379668235779,0.8645418286323547,0.26821908354759216,0.9090909361839294
0.33251285552978516,0.8645418286323547,0.25780969858169556,0.9090909361839294
0.3102835714817047,0.892430305480957,0.22870327532291412,0.9242424368858337
0.33148515224456787,0.8725099563598633,0.2584981620311737,0.8939393758773804
0.3003520965576172,0.8804780840873718,0.2127676010131836,0.9090909361839294
0.3108147382736206,0.8884462118148804,0.21013174951076508,0.9242424368858337
0.2691783010959625,0.9043824672698975,0.19154830276966095,0.9242424368858337
0.2911559045314789,0.8844621777534485,0.18923990428447723,0.939393937587738
0.23962096869945526,0.9203187227249146,0.18349212408065796,0.9242424368858337
0.2345387041568756,0.9163346886634827,0.17618049681186676,0.9242424368858337
0.21187585592269897,0.9203187227249146,0.1781754493713379,0.9242424368858337
0.2519037127494812,0.9083665609359741,0.16756005585193634,0.9242424368858337
0.1905432641506195,0.9322709441184998,0.15903645753860474,0.9242424368858337
0.1915655881166458,0.9282868504524231,0.15240803360939026,0.9545454382896423
0.1965712159872055,0.912350594997406,0.28608983755111694,0.8484848737716675
0.2341359704732895,0.9163346886634827,0.15584969520568848,0.9242424368858337
0.22332538664340973,0.912350594997406,0.16355548799037933,0.9242424368858337
0.22820791602134705,0.9282868504524231,0.15778309106826782,0.9242424368858337
0.19394637644290924,0.9362549781799316,0.14606046676635742,0.939393937587738
0.14393620193004608,0.9521912336349487,0.16785262525081635,0.9242424368858337
0.15782582759857178,0.9482071995735168,0.13900794088840485,0.939393937587738
0.16016219556331635,0.9322709441184998,0.1955568492412567,0.9242424368858337
0.19290363788604736,0.9322709441184998,0.13541923463344574,0.939393937587738
0.17384330928325653,0.9362549781799316,0.13746550679206848,0.939393937587738
0.1775633841753006,0.9402390718460083,0.1294410675764084,0.9545454382896423
0.1510467827320099,0.9442231059074402,0.13067689538002014,0.939393937587738
0.1777869015932083,0.9322709441184998,0.12608827650547028,0.9545454382896423
0.15910905599594116,0.9282868504524231,0.13590629398822784,0.939393937587738
0.16455206274986267,0.9442231059074402,0.12861892580986023,0.9545454382896423
0.18276360630989075,0.9362549781799316,0.15166698396205902,0.9545454382896423
0.1769120991230011,0.9402390718460083,0.12475619465112686,0.9545454382896423
0.1493591070175171,0.9601593613624573,0.1231141984462738,0.9545454382896423
0.16942627727985382,0.9482071995735168,0.12464183568954468,0.9090909361839294
0.1499817818403244,0.9482071995735168,0.11909933388233185,0.9545454382896423
